Tienda,Dirección,Ciudad,Estado,latitude,longitude
Villa Nayarit,Av. Ejido No. 236,Santiago Ixcuintla,Nayarit,21.7353409,-105.2364295
Santiago Ixcuintla,Luis Figueroa N° 65,Santiago Ixcuintla,Nayarit,21.8103032,-105.2077739
Los Sauces,"Av. Los Sauces N°202, Los Sauces",Tepic,Nayarit,21.4685791,-104.8763855
Tepic,Av. Insurgentes No. 1254,Tepic,Nayarit,21.5017907,-104.8894716
Tuxpan Nayarit,Independencia N° 6,Tuxpan,Nayarit,21.9455743,-105.3062841
Av. Girasol,"Violeta N° 605, Hacienda Las Margaritas",Apodaca,Nuevo León,25.708239,-100.1565653
Antares Apodaca,"Av. Andromeda N° 201, Cosmopolis",Apodaca,Nuevo León,25.8170421,-100.2453835
,Blvd. Independencia No. 807,Cadereyta,Nuevo León,25.6031776,-99.9777434
Cienega De Flores,Av. Independencia No. 600,Cienega De Flores,Nuevo León,25.9530007,-100.1677166
,Av. Maestro Israel Cavazos Garza S/N,Dos Rios,Nuevo León,25.6799384,-100.1686746
Dr. Arroyo,Calle Juárez,Dr. Arroyo,Nuevo León,23.9468192,-100.4390049
,Boulevard Benito Juárez S/N,Escobedo,Nuevo León,25.7793092,-100.2807472
Valle De San Blas,"Av. Del Hospital N° 101, Valle De San Blas",García,Nuevo León,25.7996265,-100.5688936
Hacienda De San Juan,"Misión Agua Azul N° 218, Misión San Juan",García,Nuevo León,25.7832674,-100.4651977
San José Lincoln,"Camino A San José N° 1501, Valle De Lincoln",García,Nuevo León,25.7915976,-100.4835686
Colonia Fomerrey,"Independencia N° 204, Nuevo León Estado De Progreso",General Escobedo,Nuevo León,25.8447928,-100.3994695
La Pastora,Av. Eloy Cavazos No. 2051,Guadalupe,Nuevo León,25.6519007,-100.1995216
Rodrigo De Llano,"Av. Adolfo Ruiz Cortines N° 435-A, Adolfo Prieto",Guadalupe,Nuevo León,25.7031108,-100.2558349
Julio Cesar,"Av. Camino Real N° 1612, Camino Real",Guadalupe,Nuevo León,25.6596089,-100.2293645
Eloy Cavazos,Av. Eloy Cavazos No. 5200,Guadalupe,Nuevo León,25.6519007,-100.1995216
Miguel Aleman,Av Miguel Aleman No 7000,Guadalupe,Nuevo León,25.6941295,-100.2393532
Sc Villa Juarez,Carretera A Reynosa No. 1800,Juarez,Nuevo León,25.6602394,-100.1484194
Los Cometas,"Av. Las Torres N° 405, Los Cometas",Juárez,Nuevo León,25.6135292,-100.1505961
,Av. Abraham Lincoln No 525,Mitras,Nuevo León,25.71335,-100.3482551
Las Torres,Av. Eugenio Garza Sada No.6110,Monterrey,Nuevo León,25.5842462,-100.2560042
Pio X,"16 De Septiembre N° 1108, Independencia",Monterrey,Nuevo León,25.6613766,-100.3148769
Plaza Centrika,Calle Vicente Guerrero No. 2500,Monterrey,Nuevo León,25.6712107,-100.3139799
Independencia,"Guanajuato N° 221, Independencia",Monterrey,Nuevo León,25.6541831,-100.3157666
Chapultepec,Av. Chapultepec No. 1836,Monterrey,Nuevo León,25.666058,-100.2751215
Cumbres Mty,Av. Paseo De Los Leones # 3201 Cumbres 8° Sector,Monterrey,Nuevo León,25.7020978,-100.3664898
Las Torres,Av. Eugenio Garza Sada # 4950,Monterrey,Nuevo León,25.6088016,-100.2699734
Toscana,"Calle San Francisco N° 900, Valle De Santa María",Pesquería,Nuevo León,25.7113084,-100.0879585
2Da. Sección Lomas De San Martín,"Calle Roma N° 1001, Lomas De San Martin",Pesquería,Nuevo León,25.7549376,-100.1090368
Salinas Victoria,Escobedo No. 119,Salinas Victoria,Nuevo León,25.9587887,-100.2918781
San Nicolas,Av. Sendero Divisorio # 200,San Nicolas De Los Garza,Nuevo León,25.7646754,-100.3137325
La Fe,Av. Romulo Garza No. 256,San Nicolas De Los Garza,Nuevo León,25.7241357,-100.2144283
Universidad Mty,Av. Universidad # 413,San Nicolas De Los Garza,Nuevo León,25.7283552,-100.306681
San Nicolás,Av. Sendero Divisorio #200-A,San Nicolas De Los Garza,Nuevo León,25.7646754,-100.3137325
Gomez Morin,Av. Manuel Gomez Morin # 940,San Pedro Garza Garcia,Nuevo León,25.6634838,-100.3534021
Prados San Jorge,"Tonatiuh N° 400, Prados De San Jorge",Santa Catarina,Nuevo León,25.6875344,-100.4299247
,Av. Santo Domingo S/N,Santo Domingo,Nuevo León,25.751517,-100.2591389
,Carretera A Zuazua Km. 3.5,Zuazua,Nuevo León,25.9052788,-100.1589666
Ejutla De Crespo,Calle Hidalgo No. 43,Heroica Ciudad De Ejutla De Crespo,Oaxaca,16.6944671,-96.7313591
Matías Romero,Porfirio Diaz No. 500,Matias Romero Avendaño,Oaxaca,16.8781635,-95.0343167
Oaxaca,Av. Universidad 601,Oaxaca De Juarez,Oaxaca,17.0512045,-96.7133053
Putla,Calle Tamaulipas S/N,Putla Villa De Guerrero,Oaxaca,17.0274578,-97.9304448
San Antonino,Avenida Castillo Velasco No.6,San Antonino Castillo Velasco,Oaxaca,16.8011317,-96.6774012
Tuxtepec,Blvd. Benito Juárez No. 1101,San Juan Bautista Tuxtepec,Oaxaca,18.0962723,-96.1625646
Pochutla,Avenida Lázaro Cardenas S/N,San Pedro Pochutla,Oaxaca,15.7308553,-96.4746441
,Av Circuito 1 Norte No 98,San Sebastian Tutla,Oaxaca,17.0473665,-96.6916396
,Boulevard Benito Juarez No. 795,Tuxtepec,Oaxaca,18.0962723,-96.1625646
Villa De Etla,Calle Centenario No. 100,Villa De Etla,Oaxaca,17.1987635,-96.7917825
Zimatlan,Calle Rafael Carreño S/N.,Zimatlan De Alvarez,Oaxaca,16.8668125,-96.7892931
Acatzingo,Calle 3 Poniente,Acatzingo,Puebla,19.0155057,-97.8251851
Norte Chignahuapan,Boulevard Romero Vargas No. 107,Chignahuapan,Puebla,19.8460923,-98.0287324
,Esperanza Téllez No. 43,Huauchinango,Puebla,20.1763665,-98.0630163
Huejotzingo,Calle Morelos No. 504,Huejotzingo,Puebla,19.2107327,-98.3829556
Angelópolis,Blvd. Atlixcayotl No.1504,Puebla,Puebla,19.0132084,-98.2583214
San Manuel,Diagonal Ignacio Zaragoza No. 1404,Puebla,Puebla,19.016163,-98.1986449
Las Animas,Blvd. Atlixco No. 3304,Puebla,Puebla,19.052569,-98.2236186
Vía Capu,Blvd. Héroes Del 5 De Mayo 2322,Puebla,Puebla,19.0263852,-98.205849
La Noria,Circuito Interior 1920,Puebla,Puebla,18.4539468,-97.3759058
,Camino Real A San Jeronimo #1801,San Jerónimo,Puebla,19.0145038,-98.4035634
Forjadores,Blvd. Forjadores De Puebla No. 3401,San Pedro Cholula,Puebla,19.0749802,-98.2608763
Tepeaca,3 Oriente No. 108,Tepeaca,Puebla,18.9629292,-97.8915337
,Morelos N° 54,Teziutlán,Puebla,19.8516228,-97.3616345
Tlatlauquitepec,Av. Independencia No. 2,Tlatlauquitepec,Puebla,19.848095,-97.4984016
Xicotepec,Av. Zaragoza No. 188,Xicotepec,Puebla,20.265437,-97.9610921
Zacapoaxtla,Calle 5 De Mayo No.96,Zacapoaxtla,Puebla,19.811635,-97.5791864
Zacatlán,Calle Libertad No. 20,Zacatlan,Puebla,19.9461228,-97.9770329
Queretaro,Boulevard Bernardo Quintana No. 4113,Queretaro,Querétaro,20.570427,-100.3585007
Juriquilla,Carretera Queretaro-San Luis Potosí 12402,Queretaro,Querétaro,20.8697193,-100.4224393
Plaza De Toros,Hacienda Vegil # 101,Queretaro,Querétaro,20.5758864,-100.41169
Juriquilla,Playa Condesa 188- A Desarrollo San Pablo,Queretaro,Querétaro,20.6212439,-100.4100564
Cadereyta,José María Morelos N°37,Cadereyta De Montes,Querétaro,20.7016004,-99.8210734
Candiles,"Av. Candiles S/N, El Roble",Corregidora,Querétaro,20.5464404,-100.4017867
Santa Elena,Joaquín Vega N°139,Ezequiel Montes,Querétaro,20.6672701,-99.9027219
Bernardo Quintana,"Av. De La Luz N° 1214, Cerrito Colorado",Querétaro,Querétaro,20.6356696,-100.4555436
Belén,"Calzada Belén S/N, San Pedrito",Querétaro,Querétaro,20.6492323,-100.4081432
Lomas De San Pedrito,"Av. Pie De La Cuesta S/N, San Pedrito Peñuelas",Querétaro,Querétaro,20.6494196,-100.4042286
Querétaro Centro,"Corregidora N° 152, Centro",Querétaro,Querétaro,20.6054853,-100.3894956
,Av. Constituyentes Oriente No. 34,Querétaro,Querétaro,20.5897232,-100.3600115
Popocatépetl Querétaro,"Avenida Popocatépetl N° 309, Loma Bonita",Querétaro,Querétaro,20.6484395,-100.4526366
,Av. Pie De La Cuesta N° 1486 San Pablo Querétaro Qro.,San Pablo,Querétaro,20.643224,-100.4054019
,Insurgentes No. 601,Chetumal,Quintana Roo,18.5190084,-88.3169001
Insurgentes Chetumal,Insurgentes # 41,Othon P Blanco,Quintana Roo,18.5153059,-88.2833513
Cardenas,Genovevo Rivas Guillen No. 2,Cardenas,San Luis Potosí,21.9924809,-99.648121
Cd. Del Maiz Barragan,Boulevard Miguel Barragán No. 56,Ciudad Del Maiz,San Luis Potosí,22.4005155,-99.6075755
Cd. Valles,Calle Monterrey No. 110,Ciudad Valles,San Luis Potosí,22.0005638,-99.008598
Ébano,Vicente Guerrero No. 3-A,Ebano,San Luis Potosí,22.2123724,-98.3758768
Zona Suburbia San Luis,"Av Venustiano Carranza 345, Colonia Centro",San Luis Potosi,San Luis Potosí,22.1515301,-100.9796229
Montecillo,"Calle Octava N° 201, San Luis",San Luis Potosí,San Luis Potosí,22.1533113,-100.9602279
,Avenida San Pedro No. 1322 San Francisco,Soledad De Graciano,San Luis Potosí,22.1680372,-100.9421193
Valentín Amador,"Av. Valentín Amador N° 629, San Francisco",Soledad De Graciano Sánchez,San Luis Potosí,22.1622343,-100.9497633
Los Mochis,Blvd. Jiquilpan S/N,Ahome,Sinaloa,25.8028983,-108.9885856
Alvaro Obregón,"Av. Alvaro Obregón N° 43, Lombardo Toledano",Culiacán,Sinaloa,24.8529989,-107.3938096
,Boulevard Francisco Labastida Ochoa S/N,Guamúchil,Sinaloa,25.4592673,-108.0755399
Ejercito Mexicano,Carretera Internacional No. 2017,Mazatlan,Sinaloa,23.245813,-106.4210872
Estero,"Av. Insurgentes S/N, Benito Juarez",Mazatlán,Sinaloa,23.2329629,-106.4082451
Las Tinajas,"Francisco I Madero S/N, Valle Del Ejido",Mazatlán,Sinaloa,23.2825052,-106.3974742
Sonoyta,Boulevard Francisco Eusebio Kino No. 52,General Plutarco Elias Calles,Sonora,31.865357,-112.8466342
Blvd. Morelos,Blvd. Morelos #710,Hermosillo,Sonora,29.1448709,-110.9529629
Hermosillo,Paseo Rio Sonora S/N,Hermosillo,Sonora,29.0695551,-111.0137765
General Pesqueira,Blvd. Centenario #117,Navojoa,Sonora,27.0706024,-109.4795845
"Nogales ""El Greco""",Boulevard El Greco No.47,Nogales,Sonora,31.2893484,-110.9499219
,Chimeneas No. 320,Nogales,Sonora,31.2889267,-110.9616894
Santa Ana,Anaya No. 310,Santa Ana,Sonora,30.5492784,-111.1195452
Universidad,Av. Universidad No. 224,Centro,Tabasco,18.0108084,-92.92036
,Carretera Jalpa-Nacajuca S/N,Jalpa De Méndez,Tabasco,18.1797222,-93.0385566
Tenosique De Pino Suárez,Calle 45 N° 16.,Tenosique,Tabasco,17.4721371,-91.4295632
Cd. Madero,Blvd. Adolfo Lopez Mateos No. 301,Ciudad Madero,Tamaulipas,22.2718499,-97.8497318
Diaz Ordaz,Av. Gustavo Díaz Ordaz No. 100,Gustavo Diaz Ordaz,Tamaulipas,26.2308736,-98.5987428
Aljadores,Av. Hidalgo No. 1302,Tampico,Tamaulipas,22.2611231,-97.8758503
,Calzada San Pedro No. 127,Tampico,Tamaulipas,22.2866446,-97.8900268
Tampico,Av. Hidalgo 6112,Tampico,Tamaulipas,22.2884945,-97.873052
Victoria Centro,Berriozabal #1810,Victoria,Tamaulipas,23.7410299,-99.1472346
Las Adelitas,Blvd. Adolfo López Mateos No. 150,Victoria,Tamaulipas,23.7531027,-99.1617701
Papalotla,Carretera Tlaxcala Sur N° 16,Papalotla De Xicohtencatl,Tlaxcala,19.1452185,-98.2225729
El Molinito,Carretera Apizaco-Puebla # 3,Tlaxcala,Tlaxcala,19.3241156,-98.2006934
Tlaxco,Francisco I Madero N° 71,Tlaxco,Tlaxcala,19.5926307,-98.1200588
Zacatelco,Carretera Puebla-Tlaxcala N° 91.,Zacatelco,Tlaxcala,19.2046047,-98.2394106
Agua Dulce,Av. Francisco I. Madero,Agua Dulce,Veracruz,18.1303288,-94.1407621
Altotonga,Guadalupe Victoria No 25,Altotonga,Veracruz,19.696962,-97.2531492
Banderilla,Libertad N° 9,Banderilla,Veracruz,19.5885843,-96.939194
Coatzintla,Carretera Poza Rica - San Andres N° 1,Coatzintla,Veracruz,20.4779288,-97.4545535
,Av. Eje 1 Poniente 1942,Coyol,Veracruz,19.1643303,-96.1542193
Cuitláhuac,Avenida 1,Cuitlahuac,Veracruz,18.8165117,-96.7340292
Cafetales De Córdoba,"Calle 10 N° 2818, San Francisco Toxpan",Córdoba,Veracruz,18.9076705,-96.9299826
San José,"Avenida 5 N° 813, Centro",Córdoba,Veracruz,18.8916736,-96.9340995
Fortín De Las Flores,Boulevard Cordoba Fortin N° 333,Fortin,Veracruz,18.9003708,-96.9713259
Huatusco,Avenida 7 Poniente No. 810,Huatusco,Veracruz,19.1475525,-96.9665542
Coscomatepec,Carretera Fortin-Huatusco N° 4,Huatusco,Veracruz,19.1649577,-96.9595277
,Calle: Melchor Ocampo # 803,Martínez De La Torre,Veracruz,20.1376015,-96.9566444
Playa Vicente,Independencia No. 724,Playa Vicente,Veracruz,17.820575,-95.7052355
Pueblo Viejo,Calle Abasolo S/N,Pueblo Viejo,Veracruz,22.1908473,-97.8338099
,Av. Veracruz No. 26,Río Blanco,Veracruz,18.8355107,-97.1503763
,Blvd. 5 De Febrero No. 101,San Andrés Tuxtla,Veracruz,18.4450803,-95.2034304
Santiago Tuxtla,Eneas Rivas Castellanos N° 224,Santiago Tuxtla,Veracruz,18.4619349,-95.3079003
Tantoyuca,Benito Juarez No. 401,Tantoyuca,Veracruz,21.3608883,-98.2249413
Álamo,Boulevard Quintana Roo N° 317,Temapache,Veracruz,20.9053229,-97.6797485
Tempoal De Sanchez,Av. Emiliano Zapata No. 123,Tempoal,Veracruz,21.5228918,-98.3890754
Tlapacoyan,Calle Francisco Gonzalez Bocanegra No. 206,Tlapacoyan,Veracruz,19.9666142,-97.2104067
Xico,Vicente Guerrero N° 106,Xico,Veracruz,19.4222612,-97.0070413
Veracruz,Av. Ejército Mexicano 26,Boca Del Rio,Veracruz,19.1408459,-96.1162882
Coatzacoalcos,Av Universidad Veracruzana 2329,Coatzacoalcos,Veracruz,18.1432487,-94.4778625
Córdoba,Blvd. Cordoba-Fortin No. 4025,Fortin,Veracruz,18.9003708,-96.9713259
Tuxpan,Carretera Tuxpan-Tampico #88,Tuxpam,Veracruz,20.9492889,-97.4334224
Tuxpan,Carretera Tuxpan-Tampico No.88,Tuxpam,Veracruz,20.9492889,-97.4334224
Jalapa,Av. Lazaro Cardenas No. 406,Xalapa,Veracruz,19.5388839,-96.907885
Xalapa,Carretera Xalapa Veracruz No. 191,Xalapa,Veracruz,19.510449,-96.8721973
,Calle 20 No. 30,Chuburná,Yucatán,21.0119023,-89.6320731
,Calle 74 No. 430,Fraccionamiento Mérida Las Americas,Yucatán,21.0722218,-89.6452357
Halacho,Calle 16 No. 72,Halacho,Yucatán,20.5463333,-90.1617179
Merida Norte,Calle 30 No. 185,Merida,Yucatán,21.0398481,-89.6192652
Montejo,"30 500, Mexico",Merida,Yucatán,21.0112586,-89.6050112
Tixkokob,Calle 21 No. 129,Tixkokob,Yucatán,21.0025724,-89.3960296
Tizimin,Calle 50 N° 382,Tizimin,Yucatán,21.142975,-88.1518721
Fresnillo,Blvd. Jesús Varela Rico #201.,Fresnillo,Zacatecas,23.1774353,-102.8926774
Tlaltenango De Sánchez Román,Alvaro Obregon N° 101,Tlaltenango De Sanchez Roman,Zacatecas,21.7690771,-103.3058455
Valparaíso,Calle Venustiano Carranza No. 113,Valparaiso,Zacatecas,22.7729255,-103.5714634
